id,env,block,total.yield,vine.maturity,spec.grav,fry.color,stand.count
W12078-21,Hancock16,2,62.8,4,1.070127857,61,13
W12078-76,Hancock16,2,69.1,4,1.07839963,60.9,14
W12078-77,Hancock16,2,70.2,5,1.077324066,60.7,13
W12078-80,Hancock16,2,71.2,5,1.076832845,65.7,14
W12079-25,Hancock16,2,78.1,4,1.075321223,59.6,12
W12082-5,Hancock16,2,66.3,4,1.068451075,61.2,12
W12NYN25-1,Hancock16,2,72,2,1.064303094,63.4,14
W12NYN25-2,Hancock16,2,59.5,4,1.076779026,65.9,15
W12NYN39-2,Hancock16,2,76.1,5,1.070011148,59.2,13
W12NYN40-3,Hancock16,2,73.1,4,1.078965758,60.3,14
W6822-3,Hancock16,2,56.2,4,1.07450807,60.8,14
W8822-1,Hancock16,2,70.5,4,1.074098077,58.5,14
W9891-1,Hancock16,2,55.9,4,1.070349386,59.4,13
W9905-3,Hancock16,2,57.1,5,1.070784788,63.7,15
W9968-5,Hancock16,2,69.8,5,1.080057038,59.3,15
AC10239-7W,Hancock16,3,70.5,6,1.074565217,63.4,15
AF5563-2,Hancock16,3,63.3,5,1.058845164,62.7,15
AF5584-1,Hancock16,3,67.4,4,1.073598369,58.5,15
AF5635-8,Hancock16,3,50.9,6,1.073828571,63,15
AF5639-6,Hancock16,3,62.9,5,1.065180745,60.2,15
AF5648-3,Hancock16,3,72.6,6,1.077138196,63,15
AF5665-2,Hancock16,3,62.2,5,1.073618434,64.4,15
AF5677-6,Hancock16,3,90.4,5,1.070246085,61.4,15
AF5682-3,Hancock16,3,NA,5,NA,NA,15
AF5682-5,Hancock16,3,59.9,2,1.070959803,59.4,15
AFC5551-4W,Hancock16,3,48.3,1,1.067260768,44.5,15
AFC5563-5W,Hancock16,3,60.9,4,1.069199745,58.9,15
AOR11484-2,Hancock16,3,80.2,2,1.062221321,62.9,15
AORTX09032-3W,Hancock16,3,53.3,8,1.080670391,64.7,15
AORTX09033-4W,Hancock16,3,41.2,1,1.070027372,64.5,15
AORTX09037-1W,Hancock16,3,63.6,4,1.063875365,63.6,15
AORTX09037-4W,Hancock16,3,79.9,4,1.074863983,63.7,15
AORTX10247-1W/Y,Hancock16,3,62.2,5,1.073142051,63.8,15
Atlantic,Hancock16,3,83,3,1.069534582,63.6,13
Atlantic,Hancock16,3,73.5,2,1.071129707,60.6,13
Atlantic,Hancock16,3,69.6,5,1.074826893,62.2,14
ATTX11476-11W,Hancock16,3,50,5,1.063037249,44.4,15
B3012-1,Hancock16,3,74,2,1.072928426,55.8,15
B3147-3,Hancock16,3,61.5,1,1.068867512,50.3,15
B3152A-3,Hancock16,3,66,4,1.080983676,53.9,15
B3153-3,Hancock16,3,76.7,4,1.069104521,59.8,15
B3155-3,Hancock16,3,67.8,4,1.075853075,53.6,14
B3159-7,Hancock16,3,38.1,4,1.072723102,59.5,15
B3165-11,Hancock16,3,51.9,1,1.076603599,58.3,15
B3172-12,Hancock16,3,75.8,4,1.074081891,63.9,15
B3172-3,Hancock16,3,38.4,1,1.076904297,60.1,15
B3172-8,Hancock16,3,77.7,3,1.083444212,55,13
BNC469-12,Hancock16,3,58.4,4,1.076055599,55.1,15
BNC469-16,Hancock16,3,62,4,1.068306566,62.8,15
BNC469-17,Hancock16,3,41.1,1,1.074462507,60.3,15
BNC469-7,Hancock16,3,79,6,1.066225166,58.6,15
BNC472-3,Hancock16,3,64.2,2,1.069720308,63.3,15
CO10030-3W,Hancock16,3,65.8,6,1.071666667,63.5,15
CO10032-8W,Hancock16,3,59.4,1,1.065862139,63.6,13
CO10073-7W,Hancock16,3,49.7,2,1.064014282,60.8,15
CO10076-4W,Hancock16,3,68.2,5,1.061295972,58.6,15
Hodag,Hancock16,3,67.9,6,1.073760068,61.4,15
Hodag,Hancock16,3,77.2,5,1.071414596,59.3,14
Hodag,Hancock16,3,73,6,1.071754853,65,13
Lamoka,Hancock16,3,68.3,4,1.067326733,65.5,12
Lamoka,Hancock16,3,87.2,5,1.066553768,63,13
Lamoka,Hancock16,3,61.1,5,1.068848758,63,15
Lelah,Hancock16,3,49.8,1,1.074592075,64.1,15
Lelah,Hancock16,3,55.7,2,1.076218395,65,15
Lelah,Hancock16,3,57.2,4,1.074605452,58.5,15
MSV242-7,Hancock16,3,68.2,8,1.083194676,54.6,15
MSV434-04,Hancock16,3,76.9,3,1.056715242,62.9,13
MSV507-001,Hancock16,3,67.4,5,1.078667612,58.7,15
MSV507-003,Hancock16,3,54.7,4,1.080851064,58.3,15
MSV507-007,Hancock16,3,80.6,5,1.070303712,58.6,15
MSV507-073,Hancock16,3,74.1,4,1.076646199,60.7,15
MSV507-198,Hancock16,3,82.3,5,1.071050962,67.1,15
MSW324-1,Hancock16,3,81.9,6,1.071087895,59,13
MSW394-1,Hancock16,3,77.8,7,1.071661947,59.3,15
MSZ020-08,Hancock16,3,54.3,4,1.068582725,64.7,15
MSZ022-07,Hancock16,3,65,5,1.068374165,46.9,15
MSZ022-19,Hancock16,3,75.2,7,1.060300473,61.3,14
MSZ045-09,Hancock16,3,77.9,9,1.059464817,64.9,15
MSZ052-11,Hancock16,3,61.9,6,1.062553556,59.8,15
MSZ052-31,Hancock16,3,82.5,5,1.064756909,62.4,15
MSZ062-10,Hancock16,3,54.4,5,1.079685746,64.3,15
MSZ096-03,Hancock16,3,58.4,6,1.073384447,58.6,15
MSZ101-06,Hancock16,3,60.8,7,1.068954354,55.6,15
MSZ101-07,Hancock16,3,74.9,6,1.071029199,63.8,14
MSZ118-08,Hancock16,3,68.8,6,1.070994764,60.4,15
MSZ219-13,Hancock16,3,65.9,6,1.062802799,54,15
MSZ242-09,Hancock16,3,78,4,1.077590285,62.9,15
MSZ242-13,Hancock16,3,56.8,5,1.073922372,60.1,15
NC470-3,Hancock16,3,89.6,7,1.077812829,64.1,15
NC472-1,Hancock16,3,108.5,8,1.074738755,56.1,15
NC473-2,Hancock16,3,85.8,8,1.058793192,59.9,15
NCB3146-1,Hancock16,3,77.5,3,1.068832349,58.4,15
NCB3165-3,Hancock16,3,45,1,1.073428749,56.6,15
NCB3171-4,Hancock16,3,86.3,5,1.069549621,61.8,15
NCB3171-7,Hancock16,3,54.6,4,1.068288694,57.1,15
ND102642C-2,Hancock16,3,85.4,4,1.061347384,62.3,10
ND102858CB-2,Hancock16,3,67.7,2,1.064673811,61.6,15
ND102921C-3,Hancock16,3,82.6,3,1.071735687,60,15
ND113278-3,Hancock16,3,60.8,2,1.070329242,63,15
ND113307C-3,Hancock16,3,88.9,4,1.071119357,62,15
ND113394CAB-7,Hancock16,3,62.6,4,1.067936508,49,15
ND4100C-19,Hancock16,3,54.7,4,1.067314208,48.3,15
ND5255-59,Hancock16,3,53.3,1,1.06449606,51.7,15
NDAF113470C-3,Hancock16,3,72.1,2,1.065070729,53,15
NDTX102852CB-3Ru,Hancock16,3,58.4,2,1.05859662,61.2,14
NDTX102852CB-4Ru,Hancock16,3,35.1,3,1.059483726,63.4,14
NDTX113030C-10W,Hancock16,3,49.2,1,1.060939794,55.7,15
NDTX113030C-3W,Hancock16,3,56.6,5,1.072607261,55.5,15
NDTX113037C-3W,Hancock16,3,90.3,5,1.069071374,45.5,15
NY165,Hancock16,3,89,5,NA,62.7,15
NYM7-4,Hancock16,3,77,5,1.068148148,57,15
NYM7-6,Hancock16,3,62.4,6,1.071003207,63,15
OR12479-5,Hancock16,3,85,6,1.064126745,49.2,15
Pike,Hancock16,3,67.2,5,1.079073101,60.1,14
Pike,Hancock16,3,71.2,4,1.075705731,57.1,13
Snowden,Hancock16,3,91.1,5,1.074958124,65.5,15
Snowden,Hancock16,3,85,6,1.071806945,60.9,15
Snowden,Hancock16,3,86.2,5,1.073629821,60.5,15
W13057-1,Hancock16,3,85.1,4,1.082185886,64.5,15
W13057-13,Hancock16,3,61.9,4,1.061080796,63.9,15
W13057-15,Hancock16,3,66.9,6,NA,62.3,14
W13057-18,Hancock16,3,72.9,1,1.069640914,65.2,15
W13057-2,Hancock16,3,70.7,4,1.080948313,57.1,12
W13057-3,Hancock16,3,77.8,2,1.082040341,62.2,15
W13057-6,Hancock16,3,72.9,3,1.076890844,63.2,15
W13057-7,Hancock16,3,58.2,2,1.071220648,60.8,13
W13057-8,Hancock16,3,71.3,5,1.071009772,67.4,15
W13058-11,Hancock16,3,74.7,5,1.063412958,60.5,14
W13058-17,Hancock16,3,61,1,1.068773946,63.4,15
W13058-18,Hancock16,3,54.2,4,1.07127233,59,14
W13058-19,Hancock16,3,57.5,3,1.080452546,61.3,15
W13058-2,Hancock16,3,61.3,5,1.065043817,62.9,15
W13058-20,Hancock16,3,65.5,1,1.066947368,44.2,14
W13058-21,Hancock16,3,58.1,4,1.066748067,NA,15
W13058-4,Hancock16,3,70.6,5,1.071486928,59.6,15
W13058-6,Hancock16,3,60.1,1,1.06558657,63.7,15
W13060-1,Hancock16,3,55.1,2,1.067405063,63.7,13
W13062-6,Hancock16,3,65.1,5,1.068,56.7,15
W13062-7,Hancock16,3,49.7,1,1.073261589,62.9,15
W13062-8,Hancock16,3,64.5,5,1.071199011,58.7,14
W13063-2,Hancock16,3,83.6,4,1.074478649,61.2,15
W13063-5,Hancock16,3,46.6,4,1.064938099,62.3,15
W13065-14,Hancock16,3,53.2,1,1.061273052,61.7,15
W13065-16,Hancock16,3,45.2,3,1.059308404,43.9,15
W13065-22,Hancock16,3,62.7,4,1.061478202,52.1,15
W13065-3,Hancock16,3,37,1,1.065536723,52.3,15
W13065-4,Hancock16,3,48.9,6,1.062302985,62.9,15
W13065-5,Hancock16,3,55.7,5,1.064716312,55.6,15
W13066-4,Hancock16,3,48.7,4,1.07067953,61.2,15
W13068-10,Hancock16,3,52.5,2,1.070546368,64.6,15
W13068-3,Hancock16,3,75.9,4,1.069767442,61.4,15
W13068-4,Hancock16,3,59.2,5,1.065453826,63.1,15
W13069-5,Hancock16,3,59.9,4,1.07054735,62.2,15
W13070-10,Hancock16,3,60.4,5,1.069128205,59.3,12
W13070-11,Hancock16,3,62.6,3,1.073496659,62.6,15
W13070-14,Hancock16,3,46.2,2,1.06469435,60.6,15
W13070-21,Hancock16,3,93,6,1.073790823,58.2,13
W13070-5,Hancock16,3,58.9,2,1.06733956,61.3,14
W13070-6,Hancock16,3,35.1,2,1.055356432,54.8,13
W13070-9,Hancock16,3,75.9,4,1.061453449,61.5,15
W13071-3,Hancock16,3,69.1,1,1.072727273,57.2,14
W13071-4,Hancock16,3,57.6,1,1.067255874,65,15
W13071-5,Hancock16,3,84.1,5,1.070579762,62.3,13
W13071-8,Hancock16,3,54.6,2,1.069852941,63.6,15
W13074-3,Hancock16,3,70.2,1,1.070508316,57.2,15
W13078-2,Hancock16,3,58,4,1.074385511,62.1,15
W13078-5,Hancock16,3,61.8,4,1.0739522,66.7,14
W13079-2,Hancock16,3,58.1,2,1.072487263,63.1,15
W13080-2,Hancock16,3,67.8,5,1.064969697,57.4,15
W13082-2,Hancock16,3,38.6,1,1.080136819,64.1,15
W13083-3,Hancock16,3,81.6,6,1.068522871,66.4,13
W13086-1,Hancock16,3,62.3,3,1.066276089,64,15
W13091-8,Hancock16,3,73,5,1.066105339,64.2,14
W13093-1,Hancock16,3,50.4,4,1.082206255,63.7,13
W13095-3,Hancock16,3,56.6,4,1.066063803,63.4,15
W13095-4,Hancock16,3,54.1,2,1.070458209,65.6,15
W13096-1,Hancock16,3,39,4,1.066063348,59.7,11
W13NYP101-3,Hancock16,3,57.3,1,1.069160998,63.9,15
W13NYP102-7,Hancock16,3,64.2,6,1.078953014,62.3,15
W13NYP102-8,Hancock16,3,72.8,6,1.07044741,67.9,15
W13NYP106-1,Hancock16,3,51,6,1.073772644,58.2,15
W13NYP106-2,Hancock16,3,65.5,1,1.070786517,56.6,15
W13NYP106-5,Hancock16,3,55.8,4,1.06505267,52.1,15
W13NYP111-1,Hancock16,3,61.2,7,1.07010978,65.4,15
W13NYP111-4,Hancock16,3,75.8,4,1.073248408,61.4,15
W13NYP111-5,Hancock16,3,49.8,6,NA,58.9,15
W13NYP112-1,Hancock16,3,80.6,4,1.068172965,60.2,15
W13NYP114-5,Hancock16,3,83.7,5,1.059633971,57.5,15
W13NYP117-2,Hancock16,3,72.5,4,1.068432203,66,14
W13NYP12-2,Hancock16,3,80.5,5,1.078866073,63.9,15
W13NYP18-1,Hancock16,3,57.2,3,1.080130826,61.5,15
W13NYP19-10,Hancock16,3,75.7,5,1.069910147,61.8,14
W13NYP19-2,Hancock16,3,99.9,3,1.076408035,63.9,14
W13NYP19-3,Hancock16,3,66.1,2,1.067764257,NA,15
W13NYP21-1,Hancock16,3,60.6,4,1.073364008,67.6,15
WAF12065-8,Hancock16,3,65.9,6,1.06757043,62.9,15
WTX10666-8W,Hancock16,3,50.4,2,NA,60.9,15
Atlantic,Hancock17,1,70.9,6,1.072,59.5,13
Hodag,Hancock17,1,77,5,1.081,63.6,10
Lamoka,Hancock17,1,63.3,3,1.073,67.5,12
Snowden,Hancock17,1,69.1,5,1.073,66.2,14
W13058-2,Hancock17,1,43,1,1.074,61.7,13
W13058-6,Hancock17,1,40.4,1,1.078,63.8,15
W13070-10,Hancock17,1,73,5,1.073,65.8,10
W13070-21,Hancock17,1,73.4,3,1.082,61.6,13
W13080-2,Hancock17,1,64.4,6,1.057,56.7,10
W13083-3,Hancock17,1,NA,4,1.07,65.8,9
W13091-8,Hancock17,1,65.9,4,1.074,61.1,15
W13NYP117-2,Hancock17,1,73.8,4,1.073,64.2,15
W14067-11,Hancock17,1,72.7,1,1.07,61.6,12
W14070-1,Hancock17,1,61.2,2,1.074,59.6,12
W14074-5,Hancock17,1,48.7,5,1.079,67.4,15
W14076-1,Hancock17,1,59.2,2,1.075,54.8,12
W14076-4,Hancock17,1,52.9,2,1.075,63.2,15
W14087-1,Hancock17,1,38.8,2,1.083,65.2,13
W14182-11,Hancock17,1,59.3,5,1.086,65.9,15
W14182-6,Hancock17,1,62,6,1.073,61.1,15
W14183-3,Hancock17,1,68.1,4,1.08,65.6,13
W14184-5,Hancock17,1,50.8,4,1.072,64.6,13
W14185-3,Hancock17,1,82,5,1.082,64.2,13
W14186-20,Hancock17,1,74.8,6,1.078,53.6,14
W14187-14,Hancock17,1,63.8,3,1.082,62.6,13
W14187-16,Hancock17,1,105.4,5,1.071,63.2,10
W14187-2,Hancock17,1,58.2,3,1.079,65.1,13
W14187-30,Hancock17,1,80.3,3,1.071,59.8,13
W14190-15,Hancock17,1,72.5,3,1.072,64.7,15
W14193-14,Hancock17,1,64.3,2,1.071,59.4,13
W14194-7,Hancock17,1,72.9,6,1.076,63.3,15
W14AF5934-2,Hancock17,1,47.8,6,1.08,55.8,14
W14AF5934-5,Hancock17,1,59,7,1.073,66,14
W14AF5945-5,Hancock17,1,NA,5,1.07,65.3,9
W14AF5949-2,Hancock17,1,52.1,2,1.073,61.7,14
W14AF5955-3,Hancock17,1,75.9,6,1.081,64.7,12
W14AF5971-3,Hancock17,1,35.3,1,1.076,65.3,13
W14AF5995-2,Hancock17,1,45.7,7,1.082,64.1,14
W14AF6002-2,Hancock17,1,46.9,2,1.082,63.9,15
W14AF6003-1,Hancock17,1,64.1,4,1.074,67.7,15
W14AF6016-2,Hancock17,1,64.5,2,1.076,65.8,15
W14AF6037-2,Hancock17,1,65.5,6,1.041,62.6,14
W14NYQ102-6,Hancock17,1,60.5,4,1.078,64.5,14
W14NYQ104-5,Hancock17,1,64.8,2,1.07,68.2,11
W14NYQ17-1,Hancock17,1,47.5,6,1.08,63.2,15
W14NYQ23-6,Hancock17,1,46.7,6,1.075,63.2,15
W14NYQ28-3,Hancock17,1,NA,6,1.074,69.5,8
W14NYQ29-7,Hancock17,1,63.9,3,1.077,62.2,15
W14NYQ30-8,Hancock17,1,61.4,4,1.078,64.6,14
W14NYQ38-8,Hancock17,1,58.9,3,1.07,56.4,10
W14NYQ4-1,Hancock17,1,55.5,5,1.082,68.2,15
W14NYQ4-5,Hancock17,1,60.4,6,1.076,65.7,14
W14NYQ7-2,Hancock17,1,96,7,1.076,65.1,10
W14NYQ8-4,Hancock17,1,89.9,7,1.072,63.4,11
W14NYQ9-3,Hancock17,1,79.6,7,1.089,68.4,13
W9968-5,Hancock17,1,71.7,6,1.079,64.4,15
Atlantic,Hancock17,2,59.5,6,1.081,61.5,13
Hodag,Hancock17,2,NA,6,1.077,61.6,5
Lamoka,Hancock17,2,59.2,4,1.076,63.1,14
Snowden,Hancock17,2,58.9,5,1.076,63.3,14
W13057-2,Hancock17,2,66.4,3,1.089,63.3,12
W13057-3,Hancock17,2,52.5,3,1.087,66.8,13
W13069-5,Hancock17,2,59.3,4,1.081,65.5,12
W13071-3,Hancock17,2,58,1,1.075,64.1,10
W13078-5,Hancock17,2,58.5,2,1.088,66.5,14
W13086-1,Hancock17,2,58.7,3,1.07,60.8,13
W13NYP102-7,Hancock17,2,62.1,7,1.091,63.2,15
W13NYP102-8,Hancock17,2,68.8,3,1.077,68.3,10
W14067-1,Hancock17,2,68.9,5,1.071,60.6,13
W14069-1,Hancock17,2,50.2,2,1.071,62.9,15
W14074-1,Hancock17,2,55.2,1,1.079,66.2,13
W14074-8,Hancock17,2,47.9,3,1.066,61.4,11
W14076-7,Hancock17,2,62.1,3,1.074,63.4,13
W14076-8,Hancock17,2,46.4,2,1.078,63.9,14
W14090-3,Hancock17,2,65.5,3,1.069,66.6,14
W14182-15,Hancock17,2,64.5,2,1.074,64.7,12
W14182-7,Hancock17,2,59.4,4,1.066,59.7,14
W14184-2,Hancock17,2,71.3,3,1.071,59.6,12
W14184-7,Hancock17,2,63.5,6,1.085,66.5,14
W14186-11,Hancock17,2,43.8,1,1.074,63.2,14
W14186-21,Hancock17,2,57.2,5,1.081,64.3,15
W14187-17,Hancock17,2,47.3,5,1.068,58.4,14
W14187-6,Hancock17,2,65,4,1.075,58.3,12
W14190-1,Hancock17,2,50.3,1,1.078,65.7,13
W14190-16,Hancock17,2,55.7,4,1.082,63,11
W14193-18,Hancock17,2,67.9,4,1.076,59.2,13
W14193-7,Hancock17,2,63.3,4,1.067,60,13
W14AF5919-2,Hancock17,2,63.1,5,1.057,65.6,13
W14AF5934-3,Hancock17,2,74.7,7,1.076,68.1,14
W14AF5938-3,Hancock17,2,49.2,2,1.074,64.9,15
W14AF5947-1,Hancock17,2,57,4,1.084,63.2,15
W14AF5953-3,Hancock17,2,42.3,1,1.09,63.1,14
W14AF5955-5,Hancock17,2,62.9,3,1.075,67.3,15
W14AF5992-1,Hancock17,2,NA,2,1.069,60.9,9
W14AF5996-2,Hancock17,2,41.5,6,1.076,64.4,14
W14AF6003-2,Hancock17,2,69.1,4,1.074,68.7,14
W14AF6018-1,Hancock17,2,61.7,6,1.087,66.8,12
W14AF6037-1,Hancock17,2,93.1,6,1.083,64.8,11
W14AF6037-5,Hancock17,2,55.5,2,1.076,62.6,15
W14NYQ102-9,Hancock17,2,57.2,5,1.075,64.4,15
W14NYQ19-4,Hancock17,2,52.8,3,1.065,59.6,11
W14NYQ23-11,Hancock17,2,50.8,6,1.089,62.1,14
W14NYQ29-5,Hancock17,2,82,6,1.076,64.6,14
W14NYQ30-5,Hancock17,2,76.2,4,1.08,62.6,14
W14NYQ34-2,Hancock17,2,80.5,5,1.084,63.5,13
W14NYQ38-14,Hancock17,2,96.1,5,1.071,64.5,11
W14NYQ4-3,Hancock17,2,NA,4,1.074,59,5
W14NYQ6-3,Hancock17,2,80.8,5,1.081,67.1,13
W14NYQ7-5,Hancock17,2,53.2,4,1.074,65.1,15
W14NYQ8-18,Hancock17,2,50.1,4,1.07,65.7,15
W14NYQ9-4,Hancock17,2,57.9,2,1.079,63.6,13
W9968-5,Hancock17,2,83,6,1.083,64.1,12
Atlantic,Hancock17,3,62.6,3,1.071,63.3,14
Hodag,Hancock17,3,72.9,5,1.079,64.3,13
Lamoka,Hancock17,3,47.8,3,1.077,65.9,14
Snowden,Hancock17,3,68.4,4,1.076,68.5,13
W13058-19,Hancock17,3,59.1,2,1.086,66.2,12
W13058-21,Hancock17,3,47.9,2,1.074,62.9,13
W13058-4,Hancock17,3,62.2,2,1.085,66.7,12
W13071-4,Hancock17,3,50.6,1,1.077,64.9,13
W13NYP106-2,Hancock17,3,59.4,4,1.074,61.1,11
W13NYP12-2,Hancock17,3,53.7,4,1.087,63.2,13
W13NYP19-10,Hancock17,3,69.6,7,1.08,66.9,12
W13NYP19-2,Hancock17,3,84.6,6,1.084,66,12
W14067-3,Hancock17,3,51.8,3,1.058,61.5,14
W14068-5,Hancock17,3,69.6,6,1.073,64.5,13
W14069-2,Hancock17,3,68.3,6,1.081,63.1,15
W14074-4,Hancock17,3,39.1,1,1.074,66.6,13
W14075-1,Hancock17,3,37.7,2,1.076,63.1,14
W14084-1,Hancock17,3,56.7,3,1.072,65.4,15
W14090-2,Hancock17,3,68.5,5,1.073,64.5,15
W14090-4,Hancock17,3,65.7,6,1.069,65.7,14
W14182-9,Hancock17,3,62.4,5,1.07,61.5,13
W14183-2,Hancock17,3,68.8,6,1.076,62.7,15
W14184-3,Hancock17,3,53,4,1.077,62.6,12
W14184-9,Hancock17,3,65.9,4,1.076,61.5,15
W14186-12,Hancock17,3,66.3,1,1.069,63.4,11
W14186-26,Hancock17,3,44.7,1,1.067,65.1,13
W14187-11,Hancock17,3,66.7,4,1.074,60.2,12
W14187-21,Hancock17,3,71,4,1.079,64.3,13
W14190-10,Hancock17,3,76.8,5,1.077,61.3,12
W14193-8,Hancock17,3,69.8,6,1.078,64.1,15
W14194-2,Hancock17,3,51.6,3,1.072,65.8,13
W14AF5925-2,Hancock17,3,72.2,5,1.063,64.7,14
W14AF5934-4,Hancock17,3,65.8,3,1.068,63.7,12
W14AF5938-11,Hancock17,3,61.9,2,1.075,65.1,14
W14AF5947-2,Hancock17,3,47.6,1,1.063,65.8,15
W14AF5948-1,Hancock17,3,49.5,2,1.069,65.8,14
W14AF5954-2,Hancock17,3,60.8,6,1.072,66.2,15
W14AF5970-4,Hancock17,3,NA,5,1.079,66.8,9
W14AF5992-2,Hancock17,3,58.2,3,1.079,65.2,14
W14AF5997-1,Hancock17,3,49.1,6,1.076,64.3,15
W14AF6013-1,Hancock17,3,64.9,3,1.069,63,13
W14AF6029-1,Hancock17,3,49.2,2,1.072,63,13
W14NYQ104-4,Hancock17,3,78.9,5,1.074,66.8,13
W14NYQ22-5,Hancock17,3,62.6,4,1.07,53.4,12
W14NYQ23-13,Hancock17,3,58.1,3,1.08,63,14
W14NYQ29-6,Hancock17,3,54.5,6,1.075,65.2,12
W14NYQ3-1,Hancock17,3,58.5,4,1.073,67.3,14
W14NYQ30-6,Hancock17,3,80.3,5,1.073,63.7,14
W14NYQ38-17,Hancock17,3,53.2,2,1.075,65.5,14
W14NYQ38-2,Hancock17,3,53.9,2,1.069,65.4,12
W14NYQ4-4,Hancock17,3,61.2,5,1.087,64.6,13
W14NYQ5-5,Hancock17,3,83.4,4,1.079,65.8,10
W14NYQ7-1,Hancock17,3,60.7,6,1.089,63.6,14
W14NYQ8-2,Hancock17,3,37.5,4,1.069,64.1,10
W14NYQ9-2,Hancock17,3,92.2,6,1.077,64.9,14
W9968-5,Hancock17,3,60.7,4,1.08,64.3,14
AF5429-3,Hancock17,4,47,5,1.077,63.8,15
AF5484-3,Hancock17,4,57.7,6,1.079,61,15
AF5563-2,Hancock17,4,57.3,5,1.075,67.2,14
AF5563-5,Hancock17,4,41.8,4,1.069,67.1,14
AF5583-3,Hancock17,4,45.2,4,1.081,63.8,15
AF5648-3,Hancock17,4,45,5,1.087,73.1,15
AF5682-5,Hancock17,4,43,1,1.072,67.6,13
AF5819-6,Hancock17,4,65.8,5,1.078,64.1,15
AF5846-3,Hancock17,4,51.1,1,1.064,62.2,15
AOR09034-3,Hancock17,4,61.1,2,1.077,63.2,15
AOR11470-1,Hancock17,4,56.6,6,1.101,61.4,12
AOR11484-2,Hancock17,4,68,1,1.078,67.4,12
AOR11488-1,Hancock17,4,36.4,1,1.079,60.5,15
AORTX09032-3W,Hancock17,4,44.7,7,1.092,68.3,15
AORTX09033-11W,Hancock17,4,33.1,2,1.082,62.8,13
AORTX09033-4W,Hancock17,4,50.2,4,1.082,60.4,15
AORTX09037-1W,Hancock17,4,43.7,3,1.077,64.9,15
AORTX09037-4W/Y,Hancock17,4,66.2,4,1.084,63.5,15
AORTX09144-2W,Hancock17,4,50.7,5,1.083,62,14
AORTX10247-1W/Y,Hancock17,4,56,5,1.084,65.2,12
Atlantic,Hancock17,4,50.1,3,1.079,62.1,15
B2869-29,Hancock17,4,73.5,3,1.091,61.8,12
B2904-2,Hancock17,4,70.3,3,1.069,64.6,13
B3174-4,Hancock17,4,42,1,1.078,65.7,15
B3176-2,Hancock17,4,55.1,6,1.081,61.5,14
B3182-1,Hancock17,4,43.2,2,1.082,63,15
B3194-1,Hancock17,4,50.1,3,1.083,66.6,14
BNC311-4,Hancock17,4,59.3,1,1.077,61.4,15
BNC537-5,Hancock17,4,59.9,1,1.08,58,14
BNC544-2,Hancock17,4,NA,1,1.085,67.2,9
CO10073-7W,Hancock17,4,43.4,2,1.074,64.9,15
CO10076-4W,Hancock17,4,60.4,4,1.068,64.7,15
CO11023-2W,Hancock17,4,44.9,4,1.079,67.4,15
CO11037-5W,Hancock17,4,46.6,3,1.076,65.3,14
CO11074-1W,Hancock17,4,35.6,3,1.071,65.1,15
COTX12428-1W,Hancock17,4,NA,4,1.086,62.9,7
Lamoka,Hancock17,4,48.8,4,1.082,64.7,14
MSAFB610-4,Hancock17,4,65.4,6,1.083,60,15
MSAFB614-4,Hancock17,4,53.5,6,1.079,63.2,14
MSAFB618-2,Hancock17,4,44.9,5,1.094,67.1,14
MSAFB626-2,Hancock17,4,75,6,1.076,62.9,15
MSAFB626-8,Hancock17,4,52.6,6,1.072,62.5,15
MSV016-2,Hancock17,4,41.8,4,1.082,61.7,13
MSV177-1,Hancock17,4,47,2,1.077,64.5,15
MSV505-2,Hancock17,4,26,1,1.079,64.1,15
MSV507-001,Hancock17,4,58.8,5,1.089,65.4,13
MSV507-012,Hancock17,4,45.1,5,1.08,61,15
MSW004-1,Hancock17,4,57.6,7,1.085,63.8,13
MSW324-1,Hancock17,4,57.1,6,1.081,63.6,14
MSW501-2,Hancock17,4,50.8,4,1.078,65.7,14
MSX111-3,Hancock17,4,57.8,6,1.091,67,15
MSX277-1,Hancock17,4,46.3,3,1.083,67.3,15
MSX526-1,Hancock17,4,64.4,3,1.077,62.9,13
MSY022-2,Hancock17,4,61.7,5,1.082,67.3,15
MSY156-2,Hancock17,4,58.6,6,1.08,67.2,15
MSZ022-16,Hancock17,4,54.6,5,1.08,67.6,15
MSZ052-02,Hancock17,4,55,3,1.076,65.2,15
MSZ052-11,Hancock17,4,59.6,6,1.071,62.1,14
MSZ063-2,Hancock17,4,56.2,5,1.088,67,15
MSZ118-8,Hancock17,4,45.6,5,1.079,61.9,15
MSZ157-3,Hancock17,4,37.8,1,1.069,64.4,14
MSZ194-2,Hancock17,4,49.4,5,1.078,65.3,15
MSZ242-07,Hancock17,4,64.5,6,1.088,64.3,13
MSZ242-13,Hancock17,4,37.4,4,1.091,64.4,14
MSZ246-1,Hancock17,4,47.2,3,1.085,63.3,14
MSZ251-1,Hancock17,4,42.5,3,1.083,67.4,13
MSZ424-13,Hancock17,4,38.4,4,1.093,65.8,14
NC470-3,Hancock17,4,72.1,8,1.078,59.4,15
NC472-1,Hancock17,4,81.6,6,1.076,64.1,15
NC473-2,Hancock17,4,69.2,7,1.067,65.7,15
NCB3171-7,Hancock17,4,45.4,5,1.079,62.3,15
NDAF113470C-3,Hancock17,4,50.8,3,1.076,63.6,15
NDAF113490C-6,Hancock17,4,50.5,2,1.081,64.9,15
